ASX Code,Company Name,Status,NCA Intangibles(ExGW)
KOR,Korab Resources Limited,Trading,0
KOV,Korvest Ltd,Trading,0
KP2,Kore Potash Plc,Trading,0
KPE,Kina Petroleum Corporation,Trading,0
KPG,Kelly Partners Group Holdings Limited,Trading,"7,861,224.00"
KPO,Kalina Power Limited,Trading,0
KPT,Kangaroo Island Plantation Timbers Ltd ,Trading,0
KRM,Kingsrose Mining Limited,Trading,0
KRR,King River Resources Limited,Trading,0
KSC,K&S Corporation Limited,Trading,"6,181,000.00"
KSL,Kina Securities Limited,Trading,--
KSM,K2 Australian Small Cap Fund (Hedge Fund),Trading,--
KSN,Kingston Resources Limited,Trading,0
KSS,Kleos Space S.A,Trading,0
KTA,Krakatoa Resources Limited,Trading,--
KTD,Keytone Dairy Corporation Limited,Trading,"7,188,693.00"
KTE,K2 Energy Limited,Trading,0
KTG,K-TIG Limited ,Trading,"52,989.00"
KWR,Kingwest Resources Limited,Trading,0
KYK,Kyckr Limited,Trading,"941,468.00"
KZA,Kazia Therapeutics Limited,Trading,"12,410,139.00"
KZR,Kalamazoo Resources Limited,Trading,0
LAM,Laramide Resources Ltd,Trading,0
LAU,Lindsay Australia Limited,Trading,"1,744,000.00"
LAW,LawFinance Limited,Trading,"11,475,877.00"
LBL,Laserbond Limited,Trading,"21,097.00"
LBT,LBT Innovations Limited,Trading,"16,558,000.00"
LBY,Laybuy Group Holdings Limited,Trading,"760,456.00"
LCD,Latitude Consolidated Limited,Trading,--
LCE,London City Equities Limited,Trading,--
LCK,Leigh Creek Energy Limited,Trading,0
LCL,Los Cerros Limited,Trading,0
LCM,Logicamms Limited,Trading,"4,599,000.00"
LCT,Living Cell Technologies Limited,Trading,0
LCY,Legacy Iron Ore Limited,Trading,0
LEG,Legend Mining Limited,Trading,0
LEP,ALE Property Group,Trading,--
LER,Leaf Resources Ltd,Suspended,0
LEX,Lefroy Exploration Limited,Trading,0
LGP,Little Green Pharma Ltd,Trading,"620,375.00"
LHB,Lionhub Group Limited,Suspended,--
LHM,Land & Homes Group Limited,Trading,--
LIC,Lifestyle Communities Limited,Trading,--
LIN,Lindian Resources Limited,Trading,0
LIO,Lion Energy Limited,Trading,0
LIT,Lithium Australia NL,Trading,"15,510,125.00"
LKE,Lake Resources NL,Trading,0
LKO,Lakes Oil NL,Suspended,0
LLC,Lendlease Group,Trading,--
LLO,Lion One Metals Limited,Trading,0
LME,"Limeade, Inc.",Trading,"7,626,320.00"
LMG,Latrobe Magnesium Limited,Trading,"6,897,535.00"
LML,Lincoln Minerals Limited,Suspended,46
LNAS,ETFS Ultra Long Nasdaq 100 Hedge Fund,Trading,--
LNG,Liquefied Natural Gas Limited,Suspended,0
LNK,Link Administration Holdings Limited,Trading,"592,652,000.00"
LNU,Linius Technologies Limited,Trading,"2,925,000.00"
LNY,Laneway Resources Ltd,Trading,0
LOM,Lucapa Diamond Company Limited,Trading,0
LOT,Lotus Resources Limited,Trading,0
LOV,Lovisa Holdings Limited,Trading,"1,816,000.00"
LPD,Lepidico Ltd,Trading,"23,870,434.00"
LPE,Locality Planning Energy Holdings Limited,Trading,"478,002.00"
LPI,Lithium Power International Limited,Trading,0
LRK,Lark Distilling Co. Ltd,Trading,"294,476.00"
LRM,Lustrum Minerals Limited ,Suspended,--
LRS,Latin Resources Limited,Trading,0
LRT,Lowell Resources Fund,Trading,--
LSA,Lachlan Star Limited,Trading,0
LSF,L1 Long Short Fund Limited,Trading,--
LSH,Lifespot Health Ltd,Trading,0
LSR,Lodestar Minerals Limited,Trading,0
LSX,Lion Selection Group Limited ,Trading,--
LTR,Liontown Resources Limited,Trading,0
LVE,Love Group Global Ltd,Trading,0
LVH,LiveHire Limited,Trading,"4,363,592.00"
LVT,Livetiles Limited,Trading,"81,054,324.00"
LYC,Lynas Corporation Limited,Trading,"540,000.00"
LYL,Lycopodium Limited,Trading,"631,456.00"
M2R,Miramar Resources Limited,Trading,0
M7T,Mach7 Technologies Limited,Trading,"6,944,043.00"
M8S,M8 Sustainable Limited,Trading,0
MA1,Monash Absolute Investment Company Limited,Trading,--
MAD,Mader Group Limited,Trading,0
MAG,Magmatic Resources Limited,Trading,0
MAH,Macmahon Holdings Limited,Trading,"12,522,000.00"
MAI,Mainstream Group Holdings Limited,Trading,--
MAM,Microequities Asset Management Group Limited,Trading,--
MAN,Mandrake Resources Limited,Trading,0
MAQ,Macquarie Telecom Group Limited,Trading,"28,363,000.00"
MAR,Malachite Resources Limited,Trading,0
MAT,Matsa Resources Limited,Trading,0
MAU,Magnetic Resources NL,Trading,0
MAX,Millinium's Alternatives Fund,Suspended,--
MAY,Melbana Energy Limited,Trading,0
MBH,Maggie Beer Holdings Ltd,Trading,"8,750,000.00"
MBK,Metal Bank Limited,Trading,0
MBM,Mobecom Limited,Suspended,"765,481.00"
MCA,Murray Cod Australia Limited,Trading,"2,513,913.00"
MCB,MCB Resoures Limited,Suspended,0
MCE,Matrix Composites & Engineering Limited,Trading,0
MCM,MC Mining Limited,Trading,0
MCP,McPherson's Limited,Trading,"48,956,000.00"
MCR,Mincor Resources NL,Trading,0
MCT,Metalicity Limited,Trading,0
MCX,Mariner Corporation Limited,Trading,--
MCY,Mercury NZ Limited,Trading,"72,876,763.00"
MDC,Medlab Clinical Limited,Trading,0
MDI,Middle Island Resources Limited,Trading,0
MDR,MedAdvisor Limited,Trading,"1,230,547.00"
MDX,Mindax Limited,Suspended,0
MEA,McGrath Holding Company Limited,Trading,--
MEB,Medibio Limited,Trading,"13,002,170.00"
MEC,Morphic Ethical Equities Fund Limited,Trading,--
MEG,Megado Gold Limited,Trading,0
MEI,Meteoric Resources NL,Trading,0
MEL,Metgasco Limited,Trading,0
MEM,Memphasys Limited,Trading,"6,546,093.00"
MEP,Minotaur Exploration Limited,Trading,0
MEQ,Metlifecare Limited,Suspended,"943,660.00"
MEU,Marmota Limited,Trading,0
MEY,Marenica Energy Ltd,Trading,0
MEZ,Meridian Energy Limited,Trading,"56,059,048.00"
MFD,Mayfield Childcare Limited,Trading,0
MFF,MFF Capital Investments Limited,Trading,--
MFG,Magellan Financial Group Limited,Trading,--
MGE,Magellan Global Equities Fund (Managed Fund) ,Trading,--
MGG,Magellan Global Trust,Trading,--
MGL,Magontec Limited,Trading,"3,618,000.00"
MGR,Mirvac Group,Trading,--
MGT,Magnetite Mines Limited,Trading,107
MGU,Magnum Mining and Exploration Limited,Trading,0
MGV,Musgrave Minerals Limited,Trading,0
MGX,Mount Gibson Iron Limited,Trading,0
MGZ,Medigard Limited,Suspended,0
MHC,Manhattan Corporation Limited,Trading,0
MHG,Magellan Global Equities Fund (Currency Hedged),Trading,--
MHH,Magellan High Conviction Trust,Trading,--
MHI,Merchant House International Limited,Trading,0
MHJ,Michael Hill International Limited,Trading,"24,429,000.00"
MICH,Magellan Infrastructure Fund (Currency Hedged),Trading,--
MIH,MNC Media Investment Ltd ,Trading,"920,780.00"
MIL,Millennium Services Group Limited,Trading,0
MIN,Mineral Resources Limited,Trading,"46,500,000.00"
MIO,Macarthur Minerals Limited,Trading,0
MIR,Mirrabooka Investments Limited,Trading,--
MKAX,Montaka Global Extension Fund (Quoted Managed Hedge Fund),Trading,--
MKG,Mako Gold Limited,Trading,0
MKR,Manuka Resources Ltd,Trading,0
MLD,Maca Limited,Trading,0
MLL,Mali Lithium Limited,Trading,0
MLM,Metallica Minerals Limited,Trading,0
MLS,Metals Australia Ltd,Trading,0
MLT,Milton Corporation Limited,Trading,--
MLX,Metals X Limited,Trading,0
MME,MoneyMe Limited,Trading,"2,166,000.00"
MMI,Metro Mining Limited,Trading,0
MMJ,MMJ Group Holdings Limited,Trading,0
MML,Medusa Mining Ltd,Trading,"649,861.00"
MMM,Marley Spoon AG,Trading,"5,498,880.00"
MMR,MEC Resources Limited,Suspended,0
MMS,McMillan Shakespeare Limited,Trading,"51,088,000.00"
MNB,Minbos Resources Limited,Trading,0
MND,Monadelphous Group Limited,Trading,"280,000.00"
MNF,MNF Group Limited,Trading,"46,867,000.00"
MNRS,Betashares Global Gold Miners ETF - Currency Hedged,Trading,--
MNS,Magnis Energy Technologies Ltd,Trading,0
MNY,Money3 Corporation Limited,Trading,"4,713,000.00"
MOAT,VanEck Vectors Morningstar Wide Moat ETF,Trading,--
MOB,Mobilicom Limited,Trading,0
MOC,Mortgage Choice Limited,Trading,"10,657,000.00"
MOE,Moelis Australia Limited,Trading,--
MOGL,Montgomery Global Equities Fund (Managed Fund),Trading,--
MOH,Moho Resources NL,Trading,0
MOQ,MOQ Limited,Trading,"10,039,814.00"
MOT,MCP Income Opportunities Trust,Trading,--
MOZ,Mosaic Brands Limited,Trading,"32,179,000.00"
MP1,Megaport Limited,Trading,"11,317,000.00"
MPH,Mediland Pharm Limited,Trading,"204,647.00"
MPL,Medibank Private Limited,Trading,--
MPO,Molopo Energy Limited,Suspended,--
MPP,Metro Performance Glass Limited,Trading,"4,261,479.00"
MPR,MPower Group Limited,Trading,0
MPX,Mustera Property Group Limited,Trading,--
MQG,Macquarie Group Limited,Trading,"1,551,000,000.00"
MQR,Marquee Resources Limited,Trading,0
MR1,Montem Resources Limited,Trading,0
MRC,Mineral Commodities Limited,Trading,0
MRD,Mount Ridley Mines Limited,Trading,0
MRG,Murray River Organics Group Limited,Trading,0
MRL,Mayur Resources Limited,Trading,0
MRM,MMA Offshore Limited,Trading,0
MRQ,MRG Metals Limited,Trading,0
MRR,MinRex Resources Limited,Trading,0
MRZ,Mont Royal Resources Limited,Trading,--
MSB,Mesoblast Limited,Trading,"651,534,314.00"
MSE,Metalsearch Limited,Trading,"761,290.00"
MSG,MCS Services Limited,Trading,0
MSI,Multistack International Limited,Trading,0
MSL,MSL Solutions Limited,Trading,"13,543,000.00"
MSM,MSM Corporation International Ltd,Trading,0
MSR,Manas Resources Limited,Trading,0
MSTR,Morningstar International Shares Active ETF (Managed Fund),Trading,--
MSV,Mitchell Services Limited,Trading,"4,257,868.00"
MTB,Mount Burgess Mining NL,Trading,0
MTC,Metalstech Limited,Suspended,0
MTH,Mithril Resources Limited,Trading,0
MTL,Manalto Limited,Suspended,--
MTO,Motorcycle Holdings Limited,Trading,"17,072,000.00"
MTS,Metcash Limited,Trading,"140,100,000.00"
MVA,VanEck Vectors Australian Property ETF,Trading,--
MVB,VanEck Vectors Australian Banks ETF,Trading,--
MVE,Vaneck Vectors S&P/ASX Midcap ETF,Trading,--
MVF,Monash IVF Group Limited,Trading,"28,996,000.00"
MVL,Marvel Gold Limited,Trading,0
MVOL,ishares Edge MSCI Australia Minimum Volatility ETF,Trading,--
MVP,Medical Developments International Limited,Trading,"35,820,000.00"
MVR,VanEck Vectors Australian Resources ETF,Trading,--
MVS,VanEck Vectors Small Companies Masters ETF,Trading,--
MVW,VanEck Vectors Australian Equal Weight ETF,Trading,--
MWR,MGM Wireless Ltd,Trading,"3,713,004.00"
MWY,Midway Limited,Trading,"1,971,000.00"
MX1,Micro-X Limited,Trading,"1,037,000.00"
MXC,MGC Pharmaceuticals Ltd,Trading,0
MXI,Maxitrans Industries Limited,Trading,"13,932,000.00"
MXR,Maximus Resources Limited,Trading,0
MXT,MCP Master Income Trust,Trading,--
MYD,MyDeal.com.au Limited,Trading,"219,967.00"
MYE,Mastermyne Group Limited,Trading,"1,897,000.00"
MYL,Myanmar Metals Limited,Trading,0
MYQ,Myfiziq Limited,Trading,"1,373,492.00"
MYR,Myer Holdings Limited,Trading,"319,600,000.00"
MYS,MyState Limited,Trading,--
MYX,Mayne Pharma Group Limited,Trading,"940,117,000.00"
MZZ,Matador Mining Limited,Trading,0
N1H,N1 Holdings Limited,Trading,--
NAB,National Australia Bank Limited,Trading,--
NAC,NAOS Ex-50 Opportunities Company Limited,Trading,--
NAE,New Age Exploration Limited,Trading,0
NAG,Nagambie Resources Limited,Trading,0
NAM,Namoi Cotton Limited,Trading,0
NAN,Nanosonics Limited,Trading,"491,000.00"
NBI,NB Global Corporate Income Trust,Trading,--
NC6,nanollose Limited,Trading,0
NCC,Naos Emerging Opportunities Company Limited,Trading,--
NCK,Nick Scali Limited,Trading,0
NCL,Netccentric Limited,Trading,0
NCM,Newcrest Mining Limited,Trading,"34,970,129.00"
NCR,Nucoal Resources Limited,Trading,--
NCZ,New Century Resources Limited,Trading,0
NDIA,ETFS Reliance India Nifty 50 ETF,Trading,--
NDQ,BetaShares NASDAQ 100 ETF,Trading,--
NEA,Nearmap Ltd,Trading,"47,280,000.00"
NEC,Nine Entertainment Co. Holdings Limited,Trading,"1,425,078,000.00"
NES,Nelson Resources Limited,Trading,0
NET,NetLinkz Limited,Trading,"4,120,936.00"
NEU,Neuren Pharmaceuticals Limited,Trading,0
NEW,New Energy Solar,Trading,0
NGE,NGE Capital Limited,Trading,--
NGI,Navigator Global Investments Limited,Trading,"1,037,447.00"
NGY,NuEnergy Gas Limited,Trading,0
NHC,New Hope Corporation Limited,Trading,"75,032,000.00"
NHF,NIB Holdings Limited,Trading,--
NIC,Nickel Mines Limited,Trading,0
NIU,Niuminco Group Limited,Suspended,0
NME,Nex Metals Exploration Limited,Trading,0
NML,Navarre Minerals Limited,Trading,0
NMT,Neometals Limited,Trading,"793,053.00"
NNT,99 Technology Limited,Trading,"14,365,938.00"
NOR,Norwood Systems Limited,Trading,0
NOV,Novatti Group Limited,Trading,"5,703,440.00"
NOX,Noxopharm Limited,Trading,0
NPM,NewPeak Metals Limited,Trading,0
NSB,NeuroScientific Biopharmaceuticals Ltd,Trading,"422,285.00"
NSC,NAOS Small Cap Opportunities Company Limited,Trading,--
NSE,New Standard Energy Limited,Suspended,0
NSM,North Stawell Minerals Ltd,Trading,0
NSR,National Storage REIT,Trading,--
NST,Northern Star Resources Ltd,Trading,"9,436,000.00"
NSX,NSX Limited,Trading,"205,304.00"
NTD,National Tyre & Wheel Limited,Trading,"9,172,000.00"
NTI,Neurotech International Limited,Trading,0
NTL,New Talisman Gold Mines Limited,Trading,"11,345.00"
NTM,NTM Gold Limited,Trading,0
NTO,Nitro Software Limited,Trading,"91,350.00"
NTU,Northern Minerals Limited,Trading,0
NUC,Nuchev Limited,Trading,"1,796,839.00"
NUF,Nufarm Limited,Trading,"1,130,550,000.00"
NUH,Nuheara Limited,Trading,"4,879,857.00"
NUS,Nusantara Resources Limited,Trading,"87,759.00"
NVA,Nova Minerals Limited,Trading,0
NVO,Nvoi Ltd,Trading,"780,020.00"
NVU,Nanoveu Limited,Trading,0
NVX,NOVONIX Limited,Trading,"955,560.00"
NWC,New World Resources Limited,Trading,0
NWE,Norwest Energy NL,Trading,0
NWF,Newfield Resources Limited,Trading,0
NWH,NRW Holdings Limited,Trading,"33,961,000.00"
NWL,Netwealth Group Limited,Trading,"297,000.00"
NWM,Norwest Minerals Limited,Trading,0
NWS,News Corporation,Trading,"2,716,013,405.00"
NXE,New Energy Minerals Ltd,Suspended,--
NXM,Nexus Minerals Limited,Trading,0
NXS,Next Science Limited,Trading,"3,089,273.00"
NXT,NEXTDC Limited,Trading,"29,284,000.00"
NYR,Nyrada Inc,Trading,"37,000.00"
NZK,New Zealand King Salmon Investments Limited,Trading,"8,086,517.00"
NZM,NZME Limited,Trading,"144,317,134.00"
NZO,New Zealand Oil & Gas Limited,Trading,"1,282,982.00"
NZS,New Zealand Coastal Seafoods Limited ,Trading,0
OAR,Oakdale Resources Limited,Trading,0
OAU,Ora Gold Limited,Trading,0
OBL,Omni Bridgeway Limited,Trading,"517,230,000.00"
OBM,Ora Banda Mining Ltd,Trading,0
OCA,Oceania Healthcare Limited,Trading,"3,979,287.00"
OCC,Orthocell Limited,Trading,"1,629,671.00"
OCL,Objective Corporation Limited,Trading,"1,610,000.00"
ODA,Orcoda Limited,Trading,0
ODM,Odin Metals Limited,Trading,0
ODY,Odyssey Energy Limited,Suspended,--
OEC,Orbital Corporation Limited,Trading,"898,000.00"
OEL,Otto Energy Limited,Trading,0
OEQ,Orion Equities Limited,Trading,--
OEX,Oilex Ltd,Trading,0
OFX,OFX Group Limited,Trading,"14,832,000.00"
OGA,Ocean Grown Abalone Limited,Trading,"58,201.00"
OGC,OceanaGold Corporation,Trading,0
OIL,Optiscan Imaging Limited,Trading,0
OKJ,Oakajee Corporation Limited,Trading,0
OKR,Okapi Resources Limited,Trading,0
OKU,Oklo Resources Limited,Trading,0
OLH,Oldfields Holdings Limited,Trading,"76,000.00"
OLI,Oliver's Real Food Limited,Trading,"2,635,769.00"
OLL,OpenLearning Limited,Trading,"428,841.00"
OMH,OM Holdings Limited,Trading,"9,920,000.00"
OML,Oohmedia Limited ,Trading,"199,216,000.00"
ONE,Oneview Healthcare Plc,Trading,"1,229,328.00"
ONT,1300 Smiles Limited,Trading,"2,670,000.00"
ONX,Orminex Ltd,Trading,0
OOK,Ookami Limited,Suspended,146
OOO,BetaShares Crude Oil Index ETF-Currency Hedged (Synthetic),Trading,--
OPC,OptiComm Ltd,Trading,"948,000.00"
OPH,Ophir High Conviction Fund,Trading,--
OPL,Opyl Limited,Trading,"58,054.00"
OPT,Opthea Limited,Trading,0
OPY,Openpay Group Ltd,Trading,"1,095,317.00"
ORA,Orora Limited,Trading,"54,800,000.00"
ORE,Orocobre Limited,Trading,"1,307,008.00"
ORG,Origin Energy Limited,Trading,"602,000,000.00"
ORI,Orica Limited,Trading,"500,400,000.00"
ORL,OrotonGroup Limited,Trading,"1,183,000.00"
ORM,Orion Metals Limited,Trading,--
ORN,Orion Minerals Ltd ,Trading,0
ORR,Orecorp Limited,Trading,0
OSH,Oil Search Limited,Trading,0
OSL,Oncosil Medical Limited,Trading,0
OSP,Osprey Medical Inc.,Trading,"101,071.00"
OSX,Osteopore Limited,Trading,0
OTW,Over The Wire Holdings Limited,Trading,"41,322,000.00"
OVH,Onevue Holdings Limited,Trading,"21,022,000.00"
OVN,Oventus Medical Limited,Trading,"3,333,320.00"
OVT,Ovato Limited,Trading,0
OXX,Octanex Limited,Trading,0
OZF,SPDR S&P/ASX200 Financials ex-REIT Fund,Trading,--
OZG,Ozgrowth Limited,Trading,--
OZL,OZ Minerals Limited,Trading,0
OZR,SPDR S&P/ASX200 Resources Fund,Trading,--
P2P,P2P Transport Limited,Suspended,"3,987,000.00"
PAA,PharmAust Limited,Trading,"3,107,476.00"
PAB,Patrys Limited,Trading,"528,750.00"
PAC,Pacific Current Group Limited,Trading,"25,437,000.00"
PAF,PM Capital Asian Opportunities Fund Limited,Trading,--
PAI,Platinum Asia Investments Limited,Trading,--
PAK,Pacific American Holdings Limited,Trading,0
PAL,Palla Pharma Limited,Trading,"3,012,105.00"
PAM,Pan Asia Metals Limited,Trading,0
PAN,Panoramic Resources Limited,Trading,0
PAR,Paradigm Biopharmaceuticals Limited,Trading,"2,947,588.00"
PAXX,Platinum Asia Fund (Quoted Managed Hedge Fund),Trading,--
PBH,Pointsbet Holdings Limited,Trading,"56,782,099.00"
PBP,Probiotec Limited,Trading,"17,406,977.00"
PBX,Pacific Bauxite Limited,Suspended,0
PCG,Pengana Capital Group Limited,Trading,"20,137,000.00"
PCH,Property Connect Holdings Limited,Suspended,0
PCI,Perpetual Credit Income Trust,Trading,--
PCK,PainChek Ltd,Trading,0
PCL,Pancontinental Oil & Gas NL,Trading,0
PDI,Predictive Discovery Ltd,Trading,0
PDL,Pendal Group Limited,Trading,"62,041,000.00"
PDN,Paladin Energy Ltd,Trading,"12,867,550.00"
PDZ,Prairie Mining Limited,Trading,0
PE1,Pengana Private Equity Trust,Trading,--
PEC,Perpetual Resources Limited,Trading,0
PEK,Peak Resources Limited,Trading,0
PEL,Pelican Resources Limited,Suspended,0
PEN,Peninsula Energy Limited,Trading,0
PET,Phoslock Environmental Technologies Limited,Suspended,"196,064.00"
PEX,Peel Mining Limited,Trading,0
PFG,Prime Financial Group Limited,Trading,"2,959,488.00"
PFP,Propel Funeral Partners,Trading,0
PFT,Pure Foods Tasmania Limited,Trading,0
PG1,Pearl Global Limited,Trading,"1,404,454.00"
PGC,Paragon Care Limited,Trading,"659,000.00"
PGF,PM Capital Global Opportunities Fund Limited,Trading,--
PGG,Partners Group Global Income Fund,Trading,--
PGH,Pact Group Holdings Ltd,Trading,"13,530,000.00"
PGI,Panterra Gold Limited,Trading,0
PGL,Prospa Group Limited,Trading,"7,826,000.00"
PGM,Platina Resources Limited,Trading,0
PGR,The PAS Group Limited,Suspended,"29,567,000.00"
PGX,Primero Group Limited,Trading,0
PGY,Pilot Energy Limited,Trading,0
PIA,Pengana International Equities Limited,Trading,--
PIC,Perpetual Equity Investment Company Limited,Trading,--
PIL,Peppermint Innovation Limited,Suspended,0
PIN,PINCHme.com Inc.,Suspended,"173,077.00"
PIQ,Proteomics International Laboratories Ltd,Trading,"1,012.00"
PIXX,Platinum International Fund (Quoted Managed Hedge Fund),Trading,--
PKD,Parkd Ltd,Trading,--
PKO,Peako Limited,Trading,0
PKS,PKS Holdings Limited,Trading,"3,612,914.00"
PL8,Plato Income Maximiser Limited,Trading,--
PLL,Piedmont Lithium Limited,Trading,0
PLS,Pilbara Minerals Limited,Trading,0
PLT,Plenti Group Limited,Trading,"327,000.00"
PLUS,Vaneck Vectors Australian Corporate Bond Plus ETF,Trading,--
PM1,Pure Minerals Limited,Trading,0
PM8,Pensana Rare Earths Plc,Trading,0
PMC,Platinum Capital Limited,Trading,--
PME,Pro Medicus Limited,Trading,"18,839,000.00"
PMGOLD,Perth Mint,Trading,--
PMV,Premier Investments Limited,Trading,"349,803,000.00"
PMY,Pacifico Minerals Limited,Trading,0
PNC,Pioneer Credit Limited,Trading,"932,000.00"
PNI,Pinnacle Investment Management Group Limited,Trading,--
PNL,Paringa Resources Limited,Suspended,0
PNN,PepinNini Minerals Limited,Trading,0
PNR,Pantoro Limited,Trading,0
PNV,Polynovo Limited,Trading,"1,900,168.00"
PNW,Pacific Star Network Limited,Trading,"32,256,000.00"
PNX,PNX Metals Limited,Trading,0
PO3,Purifloh Limited,Trading,"62,528.00"
POD,Podium Minerals Limited,Trading,0
POS,Poseidon Nickel Limited,Trading,0
POU,BetaShares British Pound ETF,Trading,--
POW,Protean Energy Limited,Trading,0
PPC,Peet Limited,Trading,--
PPE,People Infrastructure Ltd,Trading,"14,481,486.00"
PPG,PRO-PAC Packaging Limited,Trading,"22,140,000.00"
PPH,Pushpay Holdings Limited,Trading,"35,836,437.00"
PPK,PPK Group Limited,Trading,"3,038,000.00"
PPL,Pureprofile Ltd,Trading,"7,434,547.00"
PPS,Praemium Limited,Trading,"9,217,618.00"
PPT,Perpetual Limited,Trading,"83,126,000.00"
PPY,Papyrus Australia Limited,Trading,0
PRM,Prominence Energy NL,Trading,0
PRN,Perenti Global Limited,Trading,"255,387,000.00"
PRO,Prophecy International Holdings Limited,Trading,"7,288,732.00"
PRP,Prime Credit Property Trust,Suspended,--
PRT,Prime Media Group Limited,Trading,"6,160,000.00"
PRU,Perseus Mining Limited,Trading,0
PRX,Prodigy Gold NL,Trading,0
PRZ,Parazero Limited,Suspended,0
PSA,Petsec Energy Limited,Suspended,0
PSC,Prospect Resources Limited,Trading,"581,000.00"
PSI,PSC Insurance Group Limited,Trading,--
PSL,Paterson Resources Ltd,Trading,0
PSQ,Pacific Smiles Group Limited,Trading,"587,000.00"
PSZ,PS&C Limited,Trading,"1,484,379.00"
PTB,PTB Group Limited,Trading,0
PTL,Pental Limited,Trading,"12,508,000.00"
PTM,Platinum Asset Management Limited,Trading,0
PTR,Petratherm Ltd,Trading,0
PTX,Prescient Therapeutics Limited,Trading,"3,366,894.00"
PUA,Peak Minerals Limited,Trading,0
PUR,Pursuit Minerals Limited,Trading,0
PVE,Po Valley Energy Limited,Trading,0
PVL,Powerhouse Ventures Limited,Trading,--
PVS,Pivotal Systems Corporation Inc,Trading,"14,707,393.00"
PWG,Primewest,Trading,--
PWH,PWR Holdings Limited,Trading,"10,985,000.00"
PWN,Parkway Minerals NL,Trading,"3,283,299.00"
PXS,Pharmaxis Ltd,Trading,"941,000.00"
PXX,PolarX Limited,Trading,0
PYC,PYC Therapeutics Limited,Trading,"4,850,000.00"
PYG,PayGroup Limited,Trading,"10,274,540.00"
QAG,BetaShares Agriculture ETF-Currency Hedged (Synthetic),Trading,--
QAN,Qantas Airways Limited,Trading,"888,000,000.00"
QAU,Betashares Gold Bullion ETF (A$ Hedged),Trading,--
QBE,QBE Insurance Group Limited,Trading,--
QCB,BetaShares Commodities Basket ETF-Currency Hedged (Synthetic),Trading,--
QEM,QEM Limited,Trading,0
QFE,QuickFee Limited,Trading,0
QFN,Betashares S&P/ASX 200 Financials Sector ETF,Trading,--
QFY,Quantify Technology Holdings Limited,Trading,"125,316.00"
QGL,Quantum Graphite Limited,Suspended,"7,189.00"
QHAL,VanEck Vectors MSCI World ex Australia Quality (Hedged) ETF,Trading,--
QHL,Quickstep Holdings Limited,Trading,"328,000.00"
QIP,QANTM Intellectual Property Limited,Trading,"26,873,000.00"
QLTY,Betashares Global Quality Leaders ETF,Trading,--
QMIX,SPDR MSCI World Quality Mix Fund,Trading,--
QOZ,Betashares FTSE RAFI Australia 200 ETF,Trading,--
QPON,Australian Bank Floating Rate Bond ETF,Trading,--
QPR,Quattro Plus Real Estate,Trading,--
QRE,Betashares S&P/ASX 200 Resources Sector ETF,Trading,--
QRI,Qualitas Real Estate Income Fund,Trading,--
QSS,Questus Limited,Suspended,--
QTG,Q Technology Group Limited,Suspended,--
QTM,Quantum Health Group Limited,Trading,0
QUAL,VanEck Vectors MSCI World Ex Australia Quality ETF,Trading,--
QUB,Qube Holdings Limited,Trading,"107,500,000.00"
QUE,Queste Communications Limited,Trading,0
QUS,Betashares FTSE RAFI U.S. 1000 ETF,Trading,--
QVE,QV Equities Limited,Trading,--
QXR,QX Resources Limited,Trading,0
R3D,R3D Global Limited,Suspended,0
RAC,Race Oncology Ltd,Trading,"3,936,742.00"
RAG,Ragnar Metals Limited ,Suspended,0
RAN,Range International Limited,Trading,0
RAP,ResApp Health Limited,Trading,"1,753,887.00"
RARI,Russell Invest Aust Responsible Inv ETF,Trading,--
RAS,Ragusa Minerals Ltd,Trading,--
RBD,Restaurant Brands NZ Limited,Trading,"20,456,204.00"
RBL,Redbubble Limited,Trading,"20,087,000.00"
RBR,RBR Group Limited,Trading,"55,782.00"
RBTZ,Betashare Global Robotics And Artificial Intelligence ETF,Trading,--
RBX,Resource Base Limited,Suspended,0
RCB,Russell Invest Aust Select Corp Bond ETF,Trading,--
RCE,Recce Pharmaceuticals Ltd,Trading,0
RCL,ReadCloud Limited,Trading,"2,236,559.00"
RCP,Redbank Copper Limited,Trading,0
RCT,Reef Casino Trust,Trading,"154,000.00"
RCW,Rightcrowd Limited,Trading,"1,622,035.00"
RD1,Registry Direct Limited,Suspended,"863,955.00"
RDC,Redcape Hotel Group,Trading,--
RDF,Redflex Holdings Limited,Trading,"8,092,000.00"
RDG,Resource Development Group Limited,Trading,0
RDH,RedHill Education Limited,Trading,"693,000.00"
RDM,Red Metal Limited,Trading,0
RDN,Raiden Resources Limited,Trading,0
RDS,Redstone Resources Limited,Trading,0
RDV,Russell Invest High Div Aust Shares ETF,Trading,--
RDY,ReadyTech Holdings Limited,Trading,"31,002,000.00"
REA,REA Group Ltd,Trading,"235,618,000.00"
RED,Red 5 Limited,Trading,"24,310,000.00"
REE,RareX Limited,Trading,0
REF,Reverse Corp Limited,Suspended,0
REG,Regis Healthcare Limited,Trading,"223,799,000.00"
REH,Reece Limited,Trading,"495,231,000.00"
REIT,VanEck Vectors FTSE International Property (Hedged) ETF,Trading,--
RENT,AMP Capital Global Property Securities Fund (Unhedged),Trading,--
RES,Resource Generation Limited,Suspended,0
REV,Real Estate Investar Group Limited,Suspended,"277,970.00"
REX,Regional Express Holdings Limited,Trading,0
REY,Rey Resources Limited,Trading,0
