ASX Code,Company Name,Status,NCA Intangibles(ExGW)
WCU,White Canyon Uranium Limited,Delisted,0.00
WDP,Wadepack Limited,Delisted,0.00
WDR,Western Desert Resources Limited,Delisted,0.00
WFEXX,Winmar Resources Limited,Delisted,--
WFL1,Willmott Forests Limited,Delisted,"109,619.00"
WGR,Westgold Resources Limited,Delisted,0.00
WIN,Windward Resources Ltd,Delisted,0.00
WLC,Wollongong Coal Limited,Delisted,0.00
WLF,Wolf Minerals Limited,Delisted,--
WMR,WMC Resources Limited,Delisted,"1,331,000,000.00"
WPG,WPG Resources Ltd,Delisted,0.00
WRK,Warwick Resources Limited,Delisted,0.00
WTR,World Titanium Resources Limited,Delisted,0.00
WYL,Wattyl Limited,Delisted,"20,120,000.00"
ZAM,Zamanco Minerals Limited,Delisted,--
ZDX,Zedex Minerals Limited,Delisted,"2,412,951.00"
ZFX,Zinifex Limited,Delisted,"386,500,000.00"
ZGM,Zamia Metals Limited,Delisted,0.00
AAX,Ausenco Limited,Delisted,"25,407,000.00"
ABG,Abigroup Limited,Delisted,0.00
ADQ,ADG Global Supply Limited,Delisted,--
ADZ,Adsteam Marine Limited,Delisted,"367,000.00"
AEH1,Aerosonde Holdings Limited,Delisted,0.00
AET,Ausmelt Limited,Delisted,"822,022.00"
AHJ,Air Change International Limited,Delisted,"2,034,588.00"
AIO,Asciano Limited,Delisted,"140,000,000.00"
ALS,Alesco Corporation Limited,Delisted,"105,579,000.00"
AMB,Ambition Group Limited,Delisted,"327,000.00"
AMV,Alamain Investments Limited,Delisted,0.00
ANQ,AnaeCo Limited,Delisted,"2,093,000.00"
AUD,Ausdoc Group Limited,Delisted,"101,124,000.00"
AZG,Allmine Group Limited,Delisted,"7,555,118.00"
BAX,Baxter Group Limited,Delisted,"25,058,000.00"
BCS,BrisConnections Unit Trusts,Delisted,"3,806,237,000.00"
BDL,Brandrill Limited,Delisted,"5,549,000.00"
BEG,Bluenergy Group Limited,Delisted,0.00
BEI,Babcock & Brown Environmental Investments Limited,Delisted,0.00
BKM,BKM Management Limited,Delisted,--
BKN,Bradken Limited,Delisted,"57,889,000.00"
BPK,Bremer Park Limited,Delisted,0.00
BRS,Broadspectrum Limited,Delisted,"55,500,000.00"
BUE,Bluestone Global Limited,Delisted,"6,608,442.00"
BYL,Brierty Limited,Delisted,0.00
CAL,CITIC Australia Trading Limited,Delisted,0.00
CBC1,China Convergent Corporation Limited,Delisted,"1,822,000.00"
CBD,CBD Energy Limited,Delisted,0.00
CCW,Carlovers Carwash Limited,Delisted,0.00
CDC1,Child Care Centres Australia Limited,Delisted,"64,777,000.00"
CDX1,CDS Technologies Limited,Delisted,0.00
CEG,CEC Group Limited,Delisted,"725,246.00"
CEU,ConnectEast Group,Delisted,"2,726,319,000.00"
CFU,Ceramic Fuel Cells Limited,Delisted,"1,000.00"
CGH,Calibre Group Limited,Delisted,"10,485,000.00"
CHR,Chalmers Limited,Delisted,0.00
CIH,China Construction Holdings Limited,Delisted,"4,506,281.00"
CLI1,Challenger International Limited,Delisted,"3,494,000.00"
CLO,Clough Limited,Delisted,"3,535,000.00"
CMG,Chandler Macleod Group Limited,Delisted,"38,296,000.00"
CMN,Cumminscorp Limited,Delisted,0.00
CMV,CMA Corporation Limited,Delisted,0.00
COA,Coates Hire Limited,Delisted,"793,000.00"
COF1,Coffey International Limited,Delisted,"781,000.00"
CPI,CPI Group Limited,Delisted,0.00
CRG,Crane Group Limited,Delisted,"17,830,000.00"
CRH,Crowe Horwath Australasia Ltd,Delisted,"12,070,000.00"
CRU,Catalyst Recruitment Systems Limited,Delisted,0.00
CSH,Concept Hire Limited,Delisted,"197,748.00"
CWC,China Waste Corporation Limited,Delisted,0.00
CXP,Corporate Express Australia Limited,Delisted,"37,546,000.00"
D13,Delaware Thirteen Ltd,Delisted,"6,509,890.00"
DEX1,Dexion Limited,Delisted,"15,359,000.00"
DGX,Diploma Group Limited,Delisted,0.00
DMX,DMX Corporation Limited,Delisted,--
EAL,E&A Limited,Delisted,--
ECV,Ecosave Holdings Limited,Delisted,"477,000.00"
EIM,El Corporation Limited,Delisted,0.00
EMM,Electrometals Technologies Limited,Delisted,"21,440.00"
EON,Espreon Limited,Delisted,0.00
ERS,Environmental Recovery Services Limited,Delisted,"285,000.00"
ESS1,Essa Australia Limited,Delisted,"99,168.00"
EWN,Erawan Company Limited,Delisted,0.00
FCO,Farsands Solutions Limited,Delisted,0.00
FDR,Federation Group Limited,Delisted,0.00
FGE,Forge Group Limited,Delisted,"1,184,000.00"
FGI,Flat Glass Industries Limited,Delisted,0.00
FOL,FutureOne Limited,Delisted,"1,670,325.00"
FRT,Farnell & Thomas Limited,Delisted,"9,412,000.00"
GCG,Greencap Limited,Delisted,"2,000.00"
GNV,Green Invest Limited,Delisted,--
GRD,GRD Limited,Delisted,"7,044,000.00"
GRG,GRG International LTD,Delisted,"452,683.00"
HCD1,Huadu City Developments Limited,Delisted,0.00
HLY,Hills Motorway Group,Delisted,0.00
HMC1,Hydromet Corporation Limited,Delisted,"663,000.00"
HST,Hastie Group Limited,Delisted,"10,232,000.00"
HWE,Henry Walker Eltin Group Limited,Delisted,0.00
IAL,Investment Austasia Limited,Delisted,0.00
IDL,Industrea Limited,Delisted,"7,850,000.00"
IFS,IFS Construction Services Ltd,Delisted,0.00
ITO,Intoll Group,Delisted,0.00
IWF,Integrated Group Limited,Delisted,"3,088,000.00"
JCI,Jiancheng International Group Ltd,Delisted,"726,252.00"
JIP,Jack-In Group Limited,Delisted,0.00
JVG,JV Global Limited,Delisted,--
KTL,KTL Technologies Limited,Delisted,0.00
LCL1,Lighting Corporation Limited,Delisted,"1,000.00"
LDW,Ludowici Limited,Delisted,"7,980,000.00"
LEV,Lemvest Limited,Delisted,0.00
LGD,Legend Corporation Limited,Delisted,"12,910,000.00"
MBD,MBD Corporation Limited,Delisted,0.00
MBF,MBf Carpenters Limited,Delisted,0.00
MCS,Mcaleese Limited,Delisted,"1,119,000.00"
MDC1,McConnell Dowell Corporation Limited,Delisted,0.00
MJP,Martin Aircraft Company Limited,Delisted,"248,064.00"
MSL2,The MAC Services Group Limited,Delisted,"41,000.00"
MST,Metal Storm Limited,Delisted,0.00
NER,Neo Resources Limited,Delisted,0.00
NFG,National Forge Limited,Delisted,"418,000.00"
NFK,Norfolk Group Limited,Delisted,"21,277,000.00"
NHR,National Hire Group Limited,Delisted,"14,740,000.00"
NIX,Nautronix Limited,Delisted,"14,049,000.00"
NLX,Nylex Limited,Delisted,"14,548,000.00"
NOL,National 1 Limited,Delisted,0.00
ODD,Oddsoft Ltd,Delisted,0.00
OPG,Opus Group Limited,Delisted,0.00
ORH,ORH Limited,Delisted,0.00
OTR,Onterran Limited,Delisted,"2,344,000.00"
PBA,Peoplebank Australia Limited,Delisted,0.00
PLN,Planar Semiconductor Inc.,Delisted,"40,621.00"
PMG,Peppercorn Management Group,Delisted,0.00
PPR,Promentum Limited,Delisted,"7,073,000.00"
PRG,Programmed Maintenance Services Ltd,Delisted,"74,082,000.00"
PRK,Patrick Corporation Limited,Delisted,0.00
PSN,Peninsular & Oriental Steam Navigation Company,Delisted,0.00
PST,Pearlstreet Limited,Delisted,--
PTL1,Phoenix Technology Corporation Limited,Delisted,"1,010,888.00"
QTK,Quiktrak Networks Limited,Delisted,"9,876.00"
RAL,Recruiters Australia Limited,Delisted,0.00
RBL1,Rib Loc Group Limited,Delisted,"1,004,000.00"
RBS,Roberts Limited,Delisted,"4,801,000.00"
RCR,RCR Tomlinson Limited,Delisted,"69,636,000.00"
RCY,Rivercity Motorway Group,Delisted,"258,738,000.00"
REC,Recall Holdings Limited,Delisted,"175,520,833.00"
REC1,Recruitment Solutions Limited,Delisted,"865,000.00"
RFX1,Redflex Limited ,Delisted,--
RHD,Ross Human Directions Limited,Delisted,"3,280,000.00"
RIS,Richfield International Limited,Delisted,0.00
RQL,Resource Equipment Ltd,Delisted,"3,000.00"
RUB,Rubicor Group Limited,Delisted,"395,000.00"
RWH,Royal Wolf Holdings Ltd,Delisted,"6,990,000.00"
SAI,SAI Global Limited,Delisted,"57,506,000.00"
SAK,Southern Cross Airports Corporation Holdings Limited,Delisted,--
SAK1,Southern Cross Airports Corporation Holdings Ltd,Delisted,--
SAKHA,Southern Cross Airports Corporation Holdings Limited,Delisted,"3,436,788,000.00"
SCC,Scott Corporation Limited,Delisted,0.00
SDM,Sedgman Limited,Delisted,"3,208,000.00"
SDS,SDS Corporation Limited,Delisted,"1,532,000.00"
SHI,Shine Metals Limited,Delisted,--
SHR,John Shearer (Holdings) Limited,Delisted,0.00
SKD,Stockford Limited,Delisted,"2,198,000.00"
SKE,Skilled Group Limited,Delisted,"63,663,000.00"
SKW,Skywest Limited,Delisted,0.00
SNC1,Sonacom Limited,Delisted,--
SPO,Spotless Group Holdings Limited,Delisted,"108,100,000.00"
SPT1,Spotless Group Limited,Delisted,"13,300,000.00"
SRG1,Sydney Roads Group,Delisted,--
SRG2,SRG Limited,Delisted,0.00
SRS,Spicers Limited,Delisted,"441,000.00"
STH,Strarch International Limited,Delisted,"14,204.00"
STP,Sterihealth Limited,Delisted,"667,000.00"
SWL,Seymour Whyte Limited,Delisted,"806,000.00"
SXR,Skywest Airlines Ltd,Delisted,0.00
TAT,Tat Hong Holdings Limited,Delisted,0.00
TBG,Tutt Bryant Group Limited,Delisted,"840,000.00"
TEM1,Tempo Services Limited,Delisted,0.00
THO,THO Services Limited,Delisted,0.00
TOL,Toll Holdings Limited,Delisted,"138,000,000.00"
TOX,Tox Free Solutions Limited,Delisted,"54,497,000.00"
TWO,Talent2 International Limited,Delisted,"13,722,000.00"
UGL,UGL Limited,Delisted,"29,816,000.00"
UMS,UCMS Group Limited,Delisted,"2,665,000.00"
VED,Veda Group Limited,Delisted,"121,842,000.00"
VIE,Viento Group Limited,Delisted,"1,566,000.00"
VIV,Vivid Technology Limited,Delisted,"108,484.00"
VKI,Viking Industries Limited,Delisted,"2,494,700.00"
WAK2,Wakenby Limited,Delisted,--
WDS,WDS Limited,Delisted,0.00
WLL,Wellcom Group Limited,Delisted,"2,642,000.00"
WNZ,Waste Management NZ Limited,Delisted,0.00
WTP,Watpac Limited,Delisted,0.00
WWA,Wridgways Australia Limited,Delisted,"9,478,344.00"
XIP,Xenith IP Group Limited,Delisted,"77,301,000.00"
YSL,York Group Limited,Delisted,"973,000.00"
ZBB,ZBB Energy Corporation,Delisted,"1,635,340.00"
1AL,OneAll International Limited,Delisted,"21,360.00"
4WD,Automotive Solutions Group Ltd,Delisted,0.00
AAT,AAT Corporation Limited,Delisted,--
ABF,Ausmani Limited,Delisted,--
ABS,A.B.C. Learning Centres Limited,Delisted,"2,622,100,000.00"
ACO,Australian Careers Network Limited,Delisted,"10,372,000.00"
ADG,Adtrans Group Limited,Delisted,"300,000.00"
AEO,Austereo Group Limited,Delisted,"869,953,000.00"
AFJ,Affinity Education Group Limited,Delisted,"694,000.00"
AHG,Automotive Holdings Group Limited,Delisted,"227,464,000.00"
AHG2,Advance Healthcare Group Limited,Delisted,0.00
AIE,Autodom Limited,Delisted,0.00
AIG,Aircruising Australia Limited,Delisted,"72,372.00"
ALH,Australian Leisure and Hospitality Group,Delisted,"500,000,000.00"
ALO,Auto Group Limited,Delisted,0.00
ANC,Angus & Coote (Holdings) Limited,Delisted,"1,247,000.00"
APB,Arafura Pearls Holdings Limited,Delisted,"5,316,354.00"
AUN,Austar United Communications Limited,Delisted,"13,430,000.00"
AVR1,Avatar Industries Limited,Delisted,0.00
BAE,Barron Entertainment Limited,Delisted,0.00
BBG,Billabong International Limited,Delisted,"57,918,000.00"
BDS,Bridgestone Australia Limited,Delisted,"1,179,000.00"
BIR1,Burswood Limited,Delisted,"262,998,000.00"
BKR,Broadcast Production Services Limited,Delisted,"940,000.00"
BLE,Blue Ensign Technologies Limited,Delisted,"858,038.00"
BLU1,BlueFreeway Limited,Delisted,"2,974,000.00"
BOP,Birch And Prestige Investment Group Limited,Delisted,0.00
BPG,Byte Power Group Limited,Delisted,"376,082.00"
BRI1,Breakwater Island Trust,Delisted,0.00
BRT1,Blaico Aire-Tronic Limited,Delisted,--
BRZ,Brazin Limited,Delisted,"21,654,000.00"
CAI1,Casinos Austria International Limited,Delisted,"34,903,000.00"
CBT,Canbet Limited,Delisted,0.00
CDO1,Colorado Group Limited,Delisted,"23,676,000.00"
CFK,CFK Childcare Centres Limited,Delisted,"18,373,853.00"
CGW,Coats Group PLC,Delisted,"518,766,484.00"
CIL,Centrebet International Limited,Delisted,"9,388,000.00"
CLK,Cypress Lakes Group Limited,Delisted,"47,133.00"
CMJ,Consolidated Media Holdings Limited,Delisted,0.00
CNC,Consolidated Capital Investments Limited,Delisted,"75,000.00"
COJ,Commstrat Limited,Delisted,"1,377,613.00"
CPR,CLIVPEE Limited,Delisted,"11,661,000.00"
CTY,Country Road Limited,Delisted,"75,508,000.00"
CVB,Cheviot Bridge Limited,Delisted,"5,710,000.00"
CXH,Compass Hotel Group,Delisted,--
DES,Destra Corporation Limited,Delisted,0.00
DHB,Dream Haven Bedding and Furniture Limited,Delisted,0.00
DJS,David Jones Limited,Delisted,"14,339,000.00"
DKS,Danks Holdings Limited,Delisted,"399,000.00"
DSH,DSHE Holdings Limited,Delisted,0.00
DTO,D2 Marketing Ltd,Delisted,"4,085,740.00"
ECP1,ecorp Limited,Delisted,"11,933,000.00"
ELC,Electrotech Investments Limited,Delisted,0.00
ESL1,Earth Sanctuaries Limited,Delisted,0.00
FAN,Fantastic Holdings Limited,Delisted,"4,130,000.00"
FCG,Frontier Capital Group Limited,Delisted,"5,592,000.00"
FFL1,Freedom Group Limited,Delisted,"32,270,000.00"
FOX,"Twenty-First Century Fox, Inc.",Delisted,"5,459,838,274.00"
FPA,Fisher & Paykel Appliances Holdings Limited,Delisted,"109,497,241.00"
GFY,Godfreys Group Limited,Delisted,"72,389,000.00"
GLG,Gerard Lighting Group Limited,Delisted,"25,702,000.00"
GLS,Gullivers Travel Group,Delisted,"34,025,641.00"
GTV,Global Television Limited,Delisted,0.00
GXL,Greencross Limited,Delisted,"35,604,000.00"
GZL,Gazal Corporation Limited,Delisted,"2,098,000.00"
HAM,Hamilton Island Limited,Delisted,"12,908,000.00"
HCC,Hutchisons Child Care Services Ltd,Delisted,0.00
HII,Hire Intelligence International Limited,Delisted,"10,000.00"
HSL,Harris Scarfe Holdings Ltd,Delisted,"10,103,000.00"
HWT,Harvey World Travel Group Limited,Delisted,"124,092.00"
HWW,HWW Limited,Delisted,0.00
IAS,International All Sports Limited,Delisted,"3,506,000.00"
IB8,iBosses Corporation Limited,Delisted,"437,892.00"
ICH,Infochoice Limited,Delisted,"453,055.00"
IDP,Indopac Holdings Limited,Delisted,--
ION,ION Limited,Delisted,0.00
IOR1,IOR Group Limited,Delisted,--
IOT,IOT Group Limited,Delisted,0.00
IQE,Intueri Education Group Limited,Delisted,"10,551,120.00"
ITG2,ITG Limited,Delisted,"507,000.00"
ITQ,Intecq Limited,Delisted,"8,699,000.00"
JEL1,Jacobsen Entertainment Limited,Delisted,0.00
JST,Just Group Limited,Delisted,"4,022,000.00"
JUP,Jupiters Limited,Delisted,"9,674,000.00"
KDS,Kids Campus Limited,Delisted,"52,442,000.00"
KFG,Kingform Health Hometextile Group Limited,Delisted,"4,156,573.00"
KRS,Kresta Holdings Limited,Delisted,"147,000.00"
LAS,Lasseters Corporation Limited,Delisted,--
LDN,Linden & Conway Limited,Delisted,0.00
LFC,Life Corporation Ltd,Delisted,"1,988,110.00"
MCG,Macquarie Communications Infrastructure Group,Delisted,"1,611,219,000.00"
MCU,Mitchell Communication Group Limited,Delisted,"12,341,000.00"
MEA1,Media Corporation Australia Limited,Delisted,"24,200,000.00"
MEG2,MCM Entertainment Group Limited,Delisted,"237,078.00"
MES,Mesbon China Nylon Limited,Delisted,0.00
MHD,Millennium Limited,Delisted,--
MLC,Mothercare Australia Limited,Delisted,"2,370,000.00"
MNA,Magnetica Limited,Delisted,812.00
MPH1,Magna Pacific (Holdings) Limited,Delisted,0.00
MTR,Mantra Group Limited,Delisted,"390,710,000.00"
MTR2,Meditech Research Limited,Delisted,0.00
MZU,Mazu Alliance Limited,Delisted,0.00
NHH,Newhaven Hotels Limited,Delisted,"2,752,554.00"
NLG,National Leisure & Gaming Limited,Delisted,0.00
NVT,Navitas Limited,Delisted,"143,420,000.00"
OCE,Ocean Capital Limited,Delisted,0.00
OCV,Octaviar Limited,Delisted,"4,083,000.00"
ODG,Odyssey Gaming Limited,Delisted,"218,336.00"
ONL,One North Entertainment Limited,Delisted,"45,030.00"
OOH,Oohmedia Group Limited,Delisted,"94,046,000.00"
OPS,OPSM Group  Limited,Delisted,"1,554,000.00"
PBB,Pacifica Group Limited,Delisted,0.00
PBG,Pacific Brands Limited,Delisted,"215,380,000.00"
PC1,Plus Connect Limited,Delisted,0.00
PDR,Port Douglas Reef Resorts Limited,Delisted,--
PEG,Pixie Group Limited,Delisted,0.00
PMX,Palamedia Limited,Delisted,"9,385.00"
PPN,Planet Platinum Limited,Delisted,"3,296,589.00"
QFX,Quickflix Limited,Delisted,"3,277,262.00"
REB,Rebel Sport Limited,Delisted,"585,000.00"
REG1,RG Capital Radio Limited,Delisted,"123,945,715.00"
REW,The Rewards Factory Limited,Delisted,"201,707.00"
RHL,Ruralco Holdings Limited,Delisted,"68,752,000.00"
RMA,Reeltime Media Limited,Delisted,"900,000.00"
RMW,RM Williams Holdings Limited,Delisted,"8,693,000.00"
RPF,Redcape Property Group,Delisted,--
RUP,Rural Press Limited,Delisted,"375,194,000.00"
SAQ,Sydney Attractions Group Limited,Delisted,"6,800,000.00"
SAX,Stadium Australia Group,Delisted,0.00
SBB,Sunbridge Group Limited,Delisted,0.00
SBC,Southern Cross Broadcasting Ltd,Delisted,"489,587,000.00"
SDC1,Sanity.com Limited,Delisted,0.00
SDR,Sundowner Motor Inns Limited,Delisted,"1,114,000.00"
SEL,S8 Limited,Delisted,"4,618,000.00"
SGF1,Spencer Gulf Telecasters Limited,Delisted,"141,100,000.00"
SGS,Stargames Limited,Delisted,0.00
SGU,Success Global Media Limited,Delisted,"3,075,942.00"
SHU,Shenhua International Limited,Delisted,"51,975,000.00"
SRA,Strathfield Group Limited,Delisted,"12,813,000.00"
SRF,Surfstitch Group Limited,Delisted,"8,482,000.00"
SSI,Sino Strategic International Limited,Delisted,--
SSR1,Southern Star Group Limited,Delisted,"3,793,000.00"
STV,Sunraysia Television Limited,Delisted,0.00
TAB,TAB Limited,Delisted,"372,244,000.00"
TBC,Tribeca Learning Limited,Delisted,0.00
TEN,Ten Network Holdings Limited,Delisted,"346,518,000.00"
TLC,"Tourism, Hotels & Leisure Limited",Delisted,"10,719,000.00"
TME,Trade Me Group Limited,Delisted,"65,973,585.00"
TNS,Transonic Travel Limited,Delisted,0.00
TSG,Total Sport & Entertainment Group Limited,Delisted,"12,000.00"
TTS,Tatts Group Limited,Delisted,"983,224,000.00"
TVL,Travel.com.au Limited,Delisted,"1,989,283.00"
TWT,TWT Group Limited,Delisted,0.00
TXT,Text Media Group Limited,Delisted,"6,336,000.00"
TYO,Treyo Leisure And Entertainment Limited,Delisted,"126,058.00"
UTB,UNiTAB Limited,Delisted,"183,678,000.00"
VET,Vocation Limited,Delisted,"10,852,000.00"
WHS,Warehouse Group Limited (The),Delisted,"14,568,447.00"
WTF,Wotif.com Holdings Limited,Delisted,"33,034,000.00"
XPD,XPD Soccer Gear Group Limited,Delisted,"604,170.00"
XXL,XiaoXiao Education Limited,Delisted,0.00
ABB1,ABB Grain Limited,Delisted,0.00
ABT,Abundant Produce Limited,Delisted,0.00
AFF,Australian Food & Fibre Limited,Delisted,0.00
AVF,Australian Value Funds Management Limited,Delisted,--
AWB,AWB Limited,Delisted,"48,257,000.00"
AXG,Altria Group Inc.,Delisted,"19,300,311,716.00"
BAH,Bojun Agriculture Holdings Limited,Delisted,0.00
BAL,Bellamy's Australia Limited,Delisted,"11,465,000.00"
BHL1,Bidvest Plc,Delisted,0.00
BPC,"Burns, Philp and Company Limited",Delisted,"49,700,000.00"
BRL1,BRL Hardy Limited,Delisted,"28,564,000.00"
CBR2,Constellation Brands Inc.,Delisted,"1,039,442,634.00"
CCB,Coca-Cola Beverages Plc.,Delisted,"1,702,569,169.00"
CDC,China Dairy Corporation Limited,Delisted,0.00
CEW,Cranswick Premium Wines Limited,Delisted,"4,755,000.00"
CGJ,Coles Group Limited,Delisted,"687,700,000.00"
CGR1,Cascade Group Limited ,Delisted,--
CHB,Coca-Cola Hellenic Bottling Company S.A.,Delisted,"530,392,356.00"
CHQ,Costaexchange Ltd,Delisted,"9,835,000.00"
CJG,China JXY Group Limited,Delisted,0.00
CMT1,Clements Marshall Consolidated Limited,Delisted,0.00
CZZ,Capilano Honey Limited,Delisted,"214,275.00"
DFM,Dongfang Modern Agriculture Holding Group Limited,Delisted,"18,700,049.00"
EAC,East African Coffee Plantations Limited,Delisted,0.00
EEI,Earth Essence International Limited,Delisted,0.00
EPA,Ephraim Resources Limited,Delisted,0.00
EXL1,Excel Coal Limited,Delisted,"113,205,000.00"
FGL1,Foster's Group Limited,Delisted,"143,200,000.00"
FLR,Frankland River Olive Company Limited,Delisted,"1,710,000.00"
FOA,Foodland Associated Limited,Delisted,"200,000.00"
GFD,Green's Foods Limited,Delisted,"10,055,000.00"
GFF,Goodman Fielder Limited,Delisted,"378,600,000.00"
GMF1,Goodman Fielder Ltd,Delisted,"219,900,000.00"
JJF,Jiajiafu Modern Agriculture Limited,Delisted,"41,436.00"
KHF,KH Foods Limited,Delisted,--
LAL,Lowan Australia Limited,Delisted,"1,979,000.00"
LNN,Lion Nathan Limited,Delisted,"1,041,600,000.00"
LWB,Little World Beverages Limited,Delisted,"100,000.00"
MGC,MG Unit Trust,Delisted,--
MKP,Markwell Pacific Limited,Delisted,"195,000.00"
MPA,Marine Produce Australia Limited,Delisted,0.00
MSF,MSF Sugar Limited,Delisted,"3,536,000.00"
MTM,Mareterram Limited,Delisted,"29,604,000.00"
NEV,Neverfail Springwater Limited,Delisted,"8,894,000.00"
NFD,National Foods Limited,Delisted,"109,610,000.00"
NFO,Network Foods Limited,Delisted,"199,000.00"
NMW,Normans Wines Limited,Delisted,"1,830,000.00"
PAG,PrimeAg Australia,Delisted,"13,286,000.00"
PBV,Pipers Brook Vineyard Limited,Delisted,"142,000.00"
PDF,Pacific Dairies Limited,Delisted,0.00
PFL,Patties Foods Limited,Delisted,"55,340,000.00"
PLW,Peter Lehmann Wines Limited,Delisted,0.00
QCH,Queensland Cotton Holdings Limited,Delisted,"8,793,000.00"
RYW,Reynolds Wines Limited,Delisted,"4,536,000.00"
SBE,Sabre Group Limited,Delisted,"918,000.00"
SBI,Sterling Plantations Limited,Delisted,--
SDT,Shandong Tianye Australia Limited,Delisted,--
SFL1,Snack Foods Limited,Delisted,"24,797,000.00"
SFO,Seafood Online.com Limited,Delisted,"506,000.00"
SPC,SPC Ardmona Limited,Delisted,"47,794,000.00"
SRP,Southcorp Limited,Delisted,"365,997,000.00"
SWS,Simeon Wines Limited,Delisted,"5,591,000.00"
TAN,Tandou Limited,Delisted,0.00
TB8,Tianmei Beverage Group Corporation Limited,Delisted,"15,000.00"
TGH1,Tegel Group Holdings Limited,Delisted,"77,946,127.00"
TIL,Trilogy International Limited,Delisted,"3,455,707.00"
TSS,Tassal Limited,Delisted,0.00
VIT,Vitaco Holdings Limited,Delisted,"75,998,000.00"
VTA,Viterra Inc,Delisted,"148,890,577.00"
WBA,Webster Limited,Delisted,"188,342,000.00"
WCB,Warrnambool Cheese and Butter Factory Company,Delisted,"27,637,000.00"
WEG1,George Weston Foods Limited,Delisted,--
WJM,Joe White Maltings Limited,Delisted,0.00
WQW,Winha Commerce and Trade International Ltd,Delisted,"4,000.00"
AAH,Arana Therapeutics Limited,Delisted,"99,371,000.00"
APH2,Ascent Pharmahealth Ltd,Delisted,"17,122,000.00"
AVE1,Aevum Limited,Delisted,"1,265,000.00"
AVS,Avastra Sleep Centres Limited,Delisted,"276,000.00"
AVT,AVT Plasma Limited,Delisted,0.00
AXN,Axon Instruments Inc.,Delisted,0.00
AXP,"AirXpanders, Inc.",Delisted,0.00
AYX,Austofix Group Limited,Delisted,"78,031.00"
BDM,BioDiem Ltd,Delisted,0.00
BGN,BresaGen Limited,Delisted,0.00
BLT,Benitec Biopharma Limited,Delisted,0.00
BNC,Bioniche Life Sciences Inc,Delisted,"3,749,871.00"
BTA,Biota Holdings Limited,Delisted,"1,775,000.00"
CLS,CL Asset Holdings Limited,Delisted,0.00
CMQ,Chemeq Limited,Delisted,"2,715,000.00"
CST2,Cellestis Limited,Delisted,"203,000.00"
CXD,CathRx Ltd,Delisted,"21,578.00"
CXS,ChemGenex Pharmaceuticals Ltd,Delisted,"42,821,000.00"
CYT,Cytopia Limited,Delisted,"608,164.00"
DNX,DenX Limited,Delisted,"29,714,000.00"
DVC,DCA Group Limited,Delisted,"165,814,000.00"
EGX,EvoGenix Limited,Delisted,"4,401,692.00"
EPL,Eyecare Partners Limited,Delisted,0.00
FIT,Fitgenes Limited,Delisted,0.00
FNC,Foundation Healthcare Limited,Delisted,"419,000.00"
GBI,Genera Biosystems Limited,Delisted,"2,529,666.00"
GEN2,Genesis Research & Development Corporation Limited,Delisted,--
GGL1,Gribbles Group Limited (The),Delisted,"179,312,000.00"
GIA,Giaconda Limited,Delisted,"182,362.00"
GID,"GI Dynamics, Inc",Delisted,0.00
GMV,G Medical Innovations Holdings Limited,Delisted,0.00
GOD,Global Doctor Limited,Delisted,"316,922.00"
GRO2,GroPep Limited,Delisted,0.00
HCN,Health Communication Network Limited,Delisted,"1,231,000.00"
HIN,"HeartWare International, Inc.",Delisted,"7,505,778.00"
HSO,Healthscope Limited,Delisted,"44,500,000.00"
HSP,Healthscope Ltd,Delisted,"131,383,000.00"
HZL,HZ Lim Limited,Delisted,0.00
IPN,Independent Practitioner Network Ltd,Delisted,"10,876,000.00"
ISF,iSOFT Group Limited,Delisted,"248,638,000.00"
ITD,ITL Health Group Limited,Delisted,"433,000.00"
KKT,Konekt Limited,Delisted,"7,361,000.00"
LHC,Lifehealthcare Group Limited,Delisted,"1,012,000.00"
LIP,Lipa Pharmaceuticals Limited,Delisted,0.00
MDE,MedAire Inc,Delisted,"102,966.00"
MDG,Medtech Global Limited,Delisted,"2,551,419.00"
MDV,Medivac Limited,Delisted,0.00
MIA,MIA Group Limited,Delisted,"156,870,000.00"
MLA,Medical Australia Limited,Delisted,"51,812.00"
MYP,Mayne Pharma Limited,Delisted,"302,532,000.00"
NHL1,Nova Health Limited,Delisted,0.00
NVL,National Veterinary Care Ltd,Delisted,0.00
OHE,Orion Health Group Limited,Delisted,"1,672,928.00"
PBO,PanBio Limited,Delisted,"1,608,000.00"
PHG,Pulse Health Limited,Delisted,"11,423,000.00"
PHL,Pearl Healthcare Limited,Delisted,0.00
PLI,Peplin Inc.,Delisted,0.00
PLT1,Polartechnics Limited,Delisted,0.00
PNM,Pallane Medical Limited,Delisted,0.00
PSD,pSivida Limited,Delisted,"46,486,000.00"
PVA,pSivida Corp,Delisted,"473,218.00"
PVL1,Provalis Plc,Delisted,0.00
PVT,Provet Holdings Limited,Delisted,"1,311,000.00"
QRX,QRxPharma Limited,Delisted,0.00
RBC,Rubicon Limited,Delisted,0.00
RBY,Rockeby Biomed Limited,Delisted,"3,519,567.00"
RHS,RHS Limited,Delisted,"51,267.00"
RVA,Reva Medical Inc,Delisted,0.00
SDX,Sienna Cancer Diagnostics Limited,Delisted,"4,121,752.00"
SHC,"Sunshine Heart, Inc",Delisted,0.00
SIE,SciGen Limited,Delisted,"4,574,358.00"
SIG1,Sigma Company Limited,Delisted,"190,126,000.00"
